bn:00000004n	صفر 0
bn:00007927n	اٹیچی‎ جامہ_دان‎ سوٹکیس‎
bn:00007932n	
bn:00007951n	
bn:00007974n	ضمانت
bn:00007985n	
bn:00008043n	
bn:00008044n	
bn:00008047n	
bn:00008051n	
bn:00008120n	گیند
bn:00008121n	گولی
bn:00008123n	
bn:00008124n	خصیہ انڈا‎ انڈکوش‎ خصیہ‎ فوطہ‎ خصيہ
bn:00008127n	
bn:00008141n	
bn:00008153n	
bn:00008161n	
bn:00008164n	
bn:00008179n	قذائفی_صاروخ بیلسٹک_میزائل بالیسٹیک_میزائل بیلیسٹک_میزائل ballistic_missile باليسٹيك_ميزائل بيليسٹك_ميزائل قذائفي_صاروخ
bn:00008197n	
bn:00008198n	رائے_دہندگی رائے_دہندگي
bn:00008205n	
bn:00008243n	بالٹیمور،_میری_لینڈ بالٹی_مور baltimore بالٹي_مور بالٹيمور بالٹيمور،_ميري_لينڈ بالٹیمور
bn:00008247n	
bn:00008250n	
bn:00008267n	کلیشے
bn:00008279n	
bn:00008280n	
bn:00008282n	دھاری
bn:00008333n	
bn:00008335n	
bn:00008363n	
bn:00008364n	بنک بینک مصرف بينک بینک‎ مصرف‎ بنك بينك بينكاري_نظام بینک_کاری بینکاری_نظام مَصرِف
bn:00008375n	رقعہ_مصرف زرکاغذ banknote bank_note paper_currency paper_money زر_کاغذ نوٹ کاغذی_سکّے کاغذی_سکہ کاغذی_کرنسی رقعهٔ_مصرف
bn:00008378n	چیک چیک‎ چيك
bn:00008406n	
bn:00008418n	
bn:00008424n	
bn:00008464n	
bn:00008465n	
bn:00008467n	
bn:00008472n	
bn:00008532n	
bn:00008547n	
bn:00008556n	ولیم_شیکسپیئر شيكسپيئر شیکسپیئر شیکسپیر وليم_شيكسپيئر ولیم_شیکسپئیر
bn:00008568n	
bn:00008572n	
bn:00008576n	
bn:00008594n	
bn:00008596n	
bn:00008614n	
bn:00008636n	
bn:00008639n	رئیس_بیوپار
bn:00008674n	
bn:00008690n	
bn:00008691n	بیرل
bn:00008700n	
bn:00008703n	
bn:00008733n	
bn:00008781n	
bn:00008782n	
bn:00008783n	
bn:00008785n	
bn:00008786n	بنیاد‎
bn:00008787n	
bn:00008793n	مصدر
bn:00008800n	
bn:00008804n	بیس_بال بيس_بال
bn:00008821n	
bn:00008824n	
bn:00008832n	
bn:00008868n	
bn:00008870n	
bn:00008872n	
bn:00008887n	
bn:00008889n	باسکٹ_بال باسكٹ_بال
bn:00008922n	
bn:00008985n	
bn:00008990n	
bn:00008995n	غسل_خانہ غُسْل_خانَہ‎
bn:00009007n	
bn:00009020n	
bn:00009052n	
bn:00009055n	
bn:00009059n	
bn:00009062n	
bn:00009064n	برقیچہ بیٹری batteries battery برقيچات برقيچوں برقيچہ برقيچے برقیچات برقیچوں برقیچے بيٹري بيٹرياں بيٹريز بیٹریاں بیٹریز
bn:00009074n	
bn:00009078n	لڑائی جَن٘گ‎ رَزْم‎ لَڑائی‎ مُبارَزَہ‎ ہارِب‎
bn:00009079n	
bn:00009085n	
bn:00009184n	
bn:00009186n	
bn:00009200n	باواریا بواریا باواريا بواريا
bn:00009212n	خلیج خلیج‎ خليج
bn:00009233n	میساچوسٹس massachusetts ميساچوسٹس
bn:00009248n	
bn:00009263n	ساحل_سمندر‎ ساحل‎
bn:00009301n	
bn:00009313n	
bn:00009314n	
bn:00009315n	
bn:00009316n	شعاع کرن‎
bn:00009334n	بوسٹن boston بوسٹن,_ميساچوسٹس بوسٹن_ميساچوسٹس بوسٹن_میساچوسٹس بوسٹن،_ميساچوسٹس بوسٹن،_میساچوسٹس
bn:00009361n	داڑھی مونچھ ڈاڑھی داڑھی‎ beard داڑھي
bn:00009373n	
bn:00009374n	
bn:00009380n	
bn:00009396n	تال‎
bn:00009400n	
bn:00009410n	
bn:00009440n	
bn:00009472n	پلنگ بستر بِسْتَر‎ پَلَن٘گ‎
bn:00009474n	
bn:00009485n	
bn:00009493n	ادقچہ
bn:00009495n	شينككش خواب_گاہ‎
bn:00009510n	
bn:00009524n	مکھی شہد_کی_مکھی شہد_کی_مکھی‎ مكھي
bn:00009536n	
bn:00009543n	
bn:00009544n	گوشت‎
bn:00009586n	شیطان‎
bn:00009589n	بیئر شراب بيئر
bn:00009591n	
bn:00009616n	باپ لفظ_باپ_اور_لغت والد
bn:00009632n	
bn:00009633n	
bn:00009634n	
bn:00009635n	
bn:00009652n	
bn:00009654n	
bn:00009655n	
bn:00009656n	
bn:00009664n	
bn:00009668n	
bn:00009676n	
bn:00009677n	نامیہ عضویہ عضويہ ناميات ناميوں ناميہ ناميے نامیات نامیوں نامیے
bn:00009716n	عقیدہ
bn:00009717n	
bn:00009720n	عابد‎ پرستار‎
bn:00009727n	
bn:00009728n	دروازے_کی_گھنٹی دروازے_کی_گھنٹی‎ گھنٹی‎
bn:00009737n	
bn:00009800n	ناف نابھ
bn:00009815n	جائیداد املاك املاک جائيداد
bn:00009819n	
bn:00009822n	
bn:00009823n	بیلٹ‎ پیٹی‎
bn:00009829n	
bn:00009834n	
bn:00009853n	
bn:00009867n	
bn:00009904n	
bn:00009905n	
bn:00010002n	
bn:00010061n	دو_رقمی_توزیع binomial_distribution دو_رقمي_توزيع
bn:00010066n	توت
bn:00010073n	
bn:00010075n	
bn:00010086n	
bn:00010097n	
bn:00010102n	
bn:00010110n	دہندہ
bn:00010111n	
bn:00010161n	شریک_حیات شوہر پتی جیون_ساتھی‎ رفیق_حیات‎ زوج‎ شریک_حیات‎ شَرِیکِ_سَفْر‎ محرم‎ ہمسر‎ ہمسفر‎
bn:00010183n	مشروب drink مشروبات
bn:00010210n	
bn:00010217n	بائبل اِنْجِیل‎ بائِبِل‎ کِتابِ_مُقَدَّس‎ کتاب_مقدس مقدس_بائبل كتاب_مقدس
bn:00010248n	سائیکل بائیسکل بائِیسِکَل‎ سائِیکِل‎ bicycle دوچرخات دوچرخہ سائيكل
bn:00010258n	
bn:00010260n	امر‎ حکم‎ دستور‎ فرمان‎
bn:00010261n	
bn:00010270n	
bn:00010271n	
bn:00010307n	
bn:00010317n	
bn:00010390n	چڑھ
bn:00010392n	
bn:00010394n	بروڈ_شیٹ ہینڈبل
bn:00010395n	
bn:00010411n	
bn:00010422n	
bn:00010429n	بٹوا بٹوا‎
bn:00010489n	
bn:00010508n	دو_چشمی_دوربین دوربین‎ دو_چشمي_دوربين
bn:00010514n	حیاتیاتی_ہتھیار جراثیمی_ہتھیار جراثيمي_ہتھيار حياتياتي_ہتھيار
bn:00010534n	سوانح سوانح_حيات سوانح_حیات
bn:00010569n	
bn:00010578n	
bn:00010605n	پرندہ چڑیا aves پرندوں پرندے طائر طير طيور طیر طیور
bn:00010607n	
bn:00010671n	خاندانی_منصوبہ_بندی ضبط_تولید مانع_حمل birth_control خانداني_منصوبهٔ_بندي خانداني_منصوبہ_بندي خاندانی_منصوبهٔ_بندی ضبط_توليد
bn:00010678n	سالگرہ جشن_میلاد یوم_پیدائش
bn:00010679n	سالگرہ‎
bn:00010696n	
bn:00010706n	
bn:00010712n	پوپ پوپ‎ بطریق_اعظم pope بطريق_اعظم پاپائيت پاپائیت پاپائے_اعظم پاپائے_روم پاپاۓ_روم
bn:00010726n	
bn:00010727n	
bn:00010728n	
bn:00010729n	
bn:00010744n	
bn:00010788n	مزاحمت
bn:00010805n	چھاؤنی
bn:00010806n	
bn:00010807n	خیمہ‌زنی camping خيمہ_زني خیمہ_زنی
bn:00010816n	سیاہ سیاہ‎ کالا‎ سياہ كالا كالا_رنگ کالا کالا_رنگ
bn:00010820n	
bn:00010866n	
bn:00010892n	
bn:00010894n	
bn:00011038n	
bn:00011080n	
bn:00011081n	تلوار تلوار‎ شمشیر‎
bn:00011107n	
bn:00011110n	
bn:00011117n	
bn:00011119n	کمبل کمبل‎
bn:00011120n	
bn:00011134n	
bn:00011135n	
bn:00011136n	
bn:00011183n	
bn:00011193n	خون_بہنا bleeding
bn:00011198n	
bn:00011204n	
bn:00011224n	مریم_بنت_عمران کنواری_مریم کنواری_مریم‎ صدیقہ_مریم مقدسہ_مریم مريم مريم_عليهاي_السلام مريم_عليہا_السلام مریم مریم_علیهای_السلام
bn:00011227n	
bn:00011237n	
bn:00011241n	
bn:00011247n	
bn:00011271n	اندھا_پن نابینا_پن بے_بصری نابينا_پن
bn:00011276n	
bn:00011277n	
bn:00011303n	
bn:00011308n	
bn:00011309n	
bn:00011312n	
bn:00011321n	
bn:00011327n	
bn:00011346n	خون blood بلڈ
bn:00011347n	
bn:00011357n	بھائی برادر بھائي بھائيوں بھائیوں
bn:00011383n	خوناب آبدم blood_plasma شاکلہ ابدم شاكلہ
bn:00011389n	
bn:00011392n	
bn:00011396n	رگ رگیں رگيں
bn:00011398n	
bn:00011422n	
bn:00011424n	
bn:00011428n	
bn:00011442n	
bn:00011447n	
bn:00011454n	
bn:00011461n	
bn:00011462n	
bn:00011468n	دھماکا دَھماکَہ‎
bn:00011479n	
bn:00011480n	
bn:00011571n	
bn:00011581n	
bn:00011593n	
bn:00011633n	
bn:00011638n	
bn:00011639n	
bn:00011643n	
bn:00011660n	
bn:00011672n	
bn:00011674n	آبی_کشتی ناو‎ کَشْتی‎ کشتی آبي_كشتي ابي_كشتي ابی_کشتی كشتي
bn:00011732n	
bn:00011744n	بدن جسم
bn:00011745n	
bn:00011747n	
bn:00011748n	دھڑ دَھڑ‎
bn:00011749n	
bn:00011750n	
bn:00011755n	
bn:00011766n	جسم_آب جسم_اب
bn:00011769n	
bn:00011773n	
bn:00011779n	
bn:00011780n	
bn:00011781n	باڈی_گارڈ‎ محافظ‎
bn:00011807n	
bn:00011809n	
bn:00011897n	
bn:00011900n	
bn:00011917n	گولہ بم bomb قنبلہ
bn:00011918n	
bn:00011929n	بمباری‎
bn:00011933n	ممبئی بمبئی‎ ممبئی‎ بمبئی بمبئي ممبئ ممبئي
bn:00011963n	گورمے
bn:00011973n	
bn:00011974n	
bn:00011975n	
bn:00011984n	
bn:00012000n	
bn:00012010n	ہڈی_کا_گودا
bn:00012017n	
bn:00012042n	
bn:00012048n	ٹیلی_ویژن_سیٹ
bn:00012059n	کتاب کتابیں كتاب كتابيں كتب کتب
bn:00012060n	جلد
bn:00012061n	
bn:00012127n	
bn:00012128n	
bn:00012132n	
bn:00012135n	کتب_فروشی bookselling کُتَب_فَروشی
bn:00012146n	گرج گڑگڑاہٹ
bn:00012171n	لات لات‎
bn:00012188n	
bn:00012193n	
bn:00012195n	
bn:00012213n	
bn:00012214n	کنارہ‎
bn:00012232n	بوریت
bn:00012256n	
bn:00012273n	گائے bos_primigenius_taurus گاے
bn:00012289n	
bn:00012293n	
bn:00012297n	
bn:00012327n	
bn:00012339n	بوتل‎ شیشہ‎
bn:00012340n	
bn:00012361n	
bn:00012365n	
bn:00012366n	
bn:00012368n	
bn:00012389n	
bn:00012399n	
bn:00012412n	
bn:00012415n	
bn:00012417n	
bn:00012418n	
bn:00012419n	
bn:00012432n	
bn:00012434n	
bn:00012465n	
bn:00012466n	
bn:00012484n	
bn:00012494n	
bn:00012519n	
bn:00012524n	
bn:00012525n	
bn:00012526n	
bn:00012553n	
bn:00012569n	لڑکا لڑكا
bn:00012570n	
bn:00012571n	
bn:00012580n	
bn:00012591n	
bn:00012592n	
bn:00012595n	
bn:00012596n	
bn:00012597n	مرتب_جوڑا ordered_pair جوڑا‎
bn:00012679n	دماغ brain برين برین دماغي دماغی ذہن ذہني ذہنی
bn:00012680n	
bn:00012681n	عقل mental mind عقلي عقلی
bn:00012682n	جینیس جينيس
bn:00012686n	معما معما‎ پہیلی‎
bn:00012706n	
bn:00012724n	
bn:00012738n	ٹہنی شاخ‎ ڈال‎
bn:00012739n	
bn:00012742n	
bn:00012758n	برانڈ تجارتی_نام برانڈ_کاری
bn:00012759n	
bn:00012760n	
bn:00012789n	پیتل پیتل‎ brass پيتل
bn:00012864n	
bn:00012877n	
bn:00012886n	معدہ
bn:00012893n	چوڑائی‎
bn:00012899n	وقفہ‎
bn:00012900n	
bn:00012907n	
bn:00012914n	
bn:00012922n	
bn:00012930n	ناشتا ناشتہ
bn:00012933n	
bn:00012940n	
bn:00012944n	
bn:00012945n	
bn:00012950n	
bn:00012965n	
bn:00012966n	
bn:00012973n	تنفس عمل_تنفس تنفّس_کاری respiration تنفّس_كاري سانس
bn:00012986n	نسل
bn:00012992n	
bn:00012995n	اولاد
bn:00013046n	bric-à-brac
bn:00013047n	اینٹ اینٹ‎ اينٹ
bn:00013059n	
bn:00013078n	
bn:00013079n	
bn:00013102n	
bn:00013112n	
bn:00013115n	بریگیڈیئر برگئیڈیر بریگیڈیئر_جنرل برگئيڈير
bn:00013121n	
bn:00013123n	چمک‎
bn:00013130n	
bn:00013132n	
bn:00013135n	
bn:00013139n	
bn:00013142n	
bn:00013173n	برطانیہ مملکت_متحدہ سلطنت_متحدہ متحدہ_مملکتِ_برطانیہ_کبیر_و_شمالی_آئرلینڈ‎ مملکت_متحدہ_برطانیہ_عظمی_و_شمالی_آئرلینڈ‎ برطانیہ_عظمی برطانوي برطانوی برطانيہ برطانيہ_عظمي برطانيہ_عظمٰي برطانیہ_عظمٰی متحدہ_سلطنت مملكت_متحدہ مملكت_متحدۂ_برطانيہ_كبير_و_شمالي_آئر_لينڈ مملكت_متحدۂ_برطانيہ_كبير_و_شمالي_ائر_لينڈ مملکت_متحدۂ_برطانیہ_کبیر_و_شمالی_آئر_لینڈ مملکت_متحدۂ_برطانیہ_کبیر_و_شمالی_ائر_لینڈ
bn:00013179n	لندن لندن‎ لنڈن انگلنڈ
bn:00013234n	نَشْرِیّہ‎
bn:00013247n	
bn:00013248n	
bn:00013281n	غم غم‎
bn:00013283n	
bn:00013297n	
bn:00013306n	
bn:00013307n	
bn:00013311n	
bn:00013333n	
bn:00013340n	
bn:00013347n	بروکلن،_نیویارک بروكلن،_نيويارك
bn:00013371n	
bn:00013372n	
bn:00013379n	اتحاد_صنعتی اِتِّحادِ_صَنْعَتی‎ ٹْریڈ_یُونِیَن‎ اتحاد_عملہ لیبر_یونین ٹریڈ_یونین اتحاد_صنعتي ليبر_يونين ٹريڈ_يونين
bn:00013385n	ادھم‎
bn:00013389n	ماتھا پیشانی للاٹ ماتھ للاٹ‎ ماتھا‎ ماتھ‎ پيشاني
bn:00013390n	ابرو ابرو‎ بھنويں بھنویں
bn:00013406n	
bn:00013465n	
bn:00013488n	
bn:00013489n	برش‎
bn:00013515n	
bn:00013548n	
bn:00013560n	
bn:00013577n	
bn:00013578n	
bn:00013585n	سوار
bn:00013587n	
bn:00013590n	بالٹی بالٹی‎ ڈول‎
bn:00013597n	اوہائیو ohio اوهو اوہائيو اوہایو اوہيو اوہیو
bn:00013600n	
bn:00013609n	
bn:00013623n	
bn:00013625n	
bn:00013628n	گوتم_بدھ بدھ‎ سدھارتھ سدھارتھ_گوتم گوتم_بده
bn:00013643n	
bn:00013648n	
bn:00013651n	
bn:00013670n	
bn:00013679n	
bn:00013686n	مسخرہ
bn:00013716n	
bn:00013719n	
bn:00013722n	عمارت بھون بھون‎ عمارت‎ building بلڈنگ عمارات عمارتوں
bn:00013723n	عمارت‎
bn:00013724n	
bn:00013726n	
bn:00013744n	
bn:00013745n	برقی_قمقمہ بجلی_کا_قمقمہ قمقمہ بجلي_كا_قمقمہ برقي_قمقمہ
bn:00013761n	
bn:00013767n	
bn:00013768n	
bn:00013775n	بکواس‎
bn:00013777n	
bn:00013785n	
bn:00013807n	گولی گولی‎ گولیاں گولیوں گولي گولياں گوليوں
bn:00013843n	
bn:00013848n	بادھا‎ دِیوار‎ رُکاوَٹ‎
bn:00013851n	
bn:00013854n	بھرمر بھنور بھنورا بھرمر‎ بھنورا‎ بھنور‎
bn:00013873n	
bn:00013874n	بھیڑ‎
bn:00013882n	
bn:00013888n	
bn:00013894n	
bn:00013896n	بکواس
bn:00013941n	
bn:00013942n	
bn:00013948n	
bn:00013969n	
bn:00013980n	تدفین تدفین‎ دفن‎ دفن
bn:00014000n	میانمار برما‎ میانمار_[برما] برما ميانمار ميانمر میانمر
bn:00014024n	احتراق combustion
bn:00014037n	
bn:00014044n	
bn:00014066n	دھماکا
bn:00014067n	گولی_سے_قتل
bn:00014084n	
bn:00014091n	
bn:00014094n	
bn:00014095n	جھاڑی‎
bn:00014097n	chaparral
bn:00014113n	
bn:00014136n	
bn:00014137n	کاروبار کاروباری_ادارہ كاروبار كاروباري کاروباری
bn:00014138n	پیشہ نوکری‎ کار‎ کام‎
bn:00014140n	
bn:00014143n	
bn:00014145n	
bn:00014147n	
bn:00014152n	
bn:00014155n	مرکزی_کاروباری_ضلع
bn:00014157n	
bn:00014160n	
bn:00014169n	دفتر
bn:00014175n	
bn:00014231n	خانسامان‎
bn:00014234n	
bn:00014237n	نشانہ_بازی_کا_ہدف
bn:00014238n	سگریٹ سِگْریٹ‎ سگريٹ
bn:00014305n	بٹن کپڑوں_کا_بٹن
bn:00014306n	
bn:00014332n	خَرِیدار‎
bn:00014334n	
bn:00014373n	
bn:00014382n	
bn:00014403n	کیلیفورنیا کیلی_فورنیا رياست_كيليفورنيا ریاست_کیلیفورنیا كيلي_فورنيا كيليفورنيا
bn:00014418n	cabana
bn:00014437n	
bn:00014438n	
bn:00014445n	
bn:00014447n	
bn:00014485n	
bn:00014512n	لاش مردار
bn:00014531n	
bn:00014537n	
bn:00014550n	جولیس_سیزر جوليئس_سيزر جوليس_سيزر جولیئس_سیزر
bn:00014557n	کیفے ہوٹل قَہْوَہ_خانَہ‎ کافی_خانَہ‎ کافی_گَھر‎ کافی_ہاؤُس‎ کوفی_خانَہ‎ کَیفے‎ ہوٹَل‎
bn:00014561n	کیفے_ٹیریا
bn:00014574n	قَفَس‎
bn:00014640n	آفت disaster_and_there_types آفت‎ آفَت‎ تَباہی‎ حادْثَہ‎ سانحہ‎ مُصِیبَت‎ مُصِیبَت‎‎
bn:00014681n	
bn:00014688n	
bn:00014706n	
bn:00014710n	مہینا مہینہ ماس‎ ماہ‎ مَہِینا‎ مَہِینَہ‎
bn:00014717n	
bn:00014731n	معیار صفت‎ گن‎
bn:00014732n	
bn:00014743n	خلیفہ خلفاء خلیفۃ_المسلمین_امیر_المؤمنین خلفا خليفہ
bn:00014791n	ٹیلیفون_کال فون‎
bn:00014792n	
bn:00014793n	
bn:00014794n	دَعْویٰ‎
bn:00014808n	
bn:00014824n	
bn:00014839n	
bn:00014878n	
bn:00014940n	
bn:00015008n	کیمرا ساکن_کیمرا camera cameras ساكن_كيمرا سٹل_كيمرا سٹل_کیمرا عكاسات عكاسوں عكاسہ عكاسے عکاسات عکاسوں عکاسہ عکاسے كيمرا كيمروں كيمرہ كيمرے کیمروں کیمرہ کیمرے
bn:00015009n	
bn:00015033n	
bn:00015036n	
bn:00015037n	
bn:00015050n	
bn:00015051n	
bn:00015052n	مُہِم‎
bn:00015056n	
bn:00015076n	
bn:00015097n	کیمپس
bn:00015106n	بیت_الخلا لیٹرین پاخانہ
bn:00015115n	کینیڈا کَناڈا‎ کَینیڈا‎ كنيڈا كينيڈا كينڈا کنیڈا کینڈا
bn:00015144n	
bn:00015180n	سرطان cancer malignancy كينسر کینسر
bn:00015211n	شمع شمع‎ موم_بتی‎
bn:00015267n	کتا ک canis_lupus_familiaris سگ كتا کتے
bn:00015312n	
bn:00015320n	
bn:00015322n	
bn:00015343n	
bn:00015349n	
bn:00015381n	
bn:00015383n	
bn:00015387n	رائے_شماری
bn:00015396n	ربڑ ربڑ‎
bn:00015398n	
bn:00015399n	
bn:00015401n	
bn:00015409n	
bn:00015413n	
bn:00015415n	گنجائشدار capacitor برق_گیر برقی_مکثف برقی_مکثفہ كيپيسٹر كپيسٹر کپیسٹر کیپیسٹر گنجائش_دار گنجائشیہ
bn:00015418n	
bn:00015419n	
bn:00015427n	راس راس(جغرافیائی راس(جغرافيائي راس_(جغرافيائي راس_(جغرافیائی
bn:00015428n	
bn:00015491n	
bn:00015493n	
bn:00015496n	سرمایہ سرمايہ
bn:00015497n	
bn:00015499n	
bn:00015507n	
bn:00015510n	
bn:00015540n	پیرس پیرس‎ روشنی_کا_شہر محبت_کا_شہر پیرس،_فرانس پاغی پيرس
bn:00015546n	ہونولولو،_ہوائی ہونولولو ہونولولو‎ honolulú ہونولولو,_ہوائي ہونولولو,_ہوائی ہونولولو_ہوائي ہونولولو_ہوائی ہونولولو،_ہوائي
bn:00015550n	انڈیاناپولس،_انڈیانا انڈیاناپولس indianapolis انڈياناپولس انڈياناپولس,_انڈيانا انڈياناپولس_انڈيانا انڈياناپولس،_انڈيانا انڈیاناپولس,_انڈیانا انڈیاناپولس_انڈیانا
